,University,Website
5688,Universidad Monteávila,www.universidad-monteavila.edu.ve
5689,Universidad Motolinía del Pedegral,www.universidadmotolinia.edu.mx
5690,Universidad Motolinía del Pedregal,www.motolinia.com.mx
5691,Universidad Nacional,www.una.ac.cr
5692,Universidad Nacional Abierta,www.una.edu.ve
5693,Universidad Nacional Abierta y a Distancia,www.unad.edu.co
5694,Universidad Nacional Agraria,www.una.edu.ni
5695,Universidad Nacional Agraria de la Selva,www.unas.edu.pe
5696,Universidad Nacional Agraria La Molina,www.lamolina.edu.pe
5698,Universidad Nacional Andrés Bello,www.unab.cl
5699,Universidad Nacional Autónoma de Honduras,www.unah.edu.hn
5700,Universidad Nacional Autónoma de México,www.unam.mx
5701,Universidad Nacional Autonoma de Nicaragua,www.unan.edu.ni
5702,Universidad Nacional Daniel Alcides Carrion,www.undac.edu.pe
5703,Universidad Nacional de Asunción,www.una.py
5704,Universidad Nacional de Cajamarca,www.unc.edu.pe
5705,Universidad Nacional de Catamarca,www.unca.edu.ar
5706,Universidad Nacional de Chimborazo,www.unach.edu.ec
5707,Universidad Nacional de Colombia,www.unal.edu.co
5708,Universidad Nacional de Córdoba,www.unc.edu.ar
5709,Universidad Nacional de Cuyo,www.uncu.edu.ar
5710,Universidad Nacional de Educación a Distancia,www.uned.es
5711,Universidad Nacional de Educación Enrique Guzmán y Valle,www.une.edu.pe
5712,Universidad Nacional de Entre Ríos,www.uner.edu.ar
5713,Universidad Nacional de Formosa,www.unf.edu.ar
5714,Universidad Nacional de General San Martín,www.unsam.edu.ar
5715,Universidad Nacional de General Sarmiento,www.ungs.edu.ar
5716,Universidad Nacional de Guinea Ecuatorial,www.unge.gq
5717,Universidad Nacional de Ingenieria,www.uni.edu.ni
5718,Universidad Nacional de Ingeniería,www.uni.edu.pe
5719,Universidad Nacional de Jujuy,www.unju.edu.ar
5720,Universidad Nacional de la Amazonía Peruana,www.unapiquitos.edu.pe
5721,"Universidad Nacional de La Libertad, Trujillo",www.unitru.edu.pe
5722,Universidad Nacional del Altiplano,www.unap.edu.pe
5723,Universidad Nacional de La Matanza,www.unlam.edu.ar
5724,Universidad Nacional de Lanus,www.unla.edu.ar
5725,Universidad Nacional de La Pampa,www.unlpam.edu.ar
5726,Universidad Nacional de la Patagonia Austral,www.unpa.edu.ar
5727,"Universidad Nacional de la Patagonia ""San Juan Bosco""",www.unp.edu.ar
5728,Universidad Nacional de La Plata,www.unlp.edu.ar
5729,Universidad Nacional de La Rioja,www.unlar.edu.ar
5730,Universidad Nacional del Callao,www.unac.edu.pe
5731,Universidad Nacional del Centro de la Provincia de Buenos Aires,www.unicen.edu.ar
5732,Universidad Nacional del Centro del Perú,www.uncp.edu.pe
5733,Universidad Nacional del Comahue,www.uncoma.edu.ar
5734,Universidad Nacional del Este,www.une.edu.py
5735,Universidad Nacional del Littoral,www.unl.edu.ar
5736,Universidad Nacional del Nordeste,www.unne.edu.ar
5737,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,www.unnoba.edu.ar
5738,Universidad Nacional de Loja,www.unl.edu.ec
5739,Universidad Nacional de Lomas de Zamora,www.unlz.edu.ar
5740,Universidad Nacional del Sur,www.uns.edu.ar
5742,Universidad Nacional de Mar del Plata,www.mdp.edu.ar
5743,Universidad Nacional de Misiones,www.unam.edu.ar
5744,Universidad Nacional de Piura,www.unp.edu.pe
5745,Universidad Nacional de Quilmes,www.unq.edu.ar
5746,Universidad Nacional de Río Cuarto,www.unrc.edu.ar
5747,Universidad Nacional de Rosario,www.unr.edu.ar
5748,Universidad Nacional de Salta,www.unsa.edu.ar
5749,Universidad Nacional de San Agustin,www.unsa.edu.pe
5750,Universidad Nacional de San Antonio Abad,www.unsaac.edu.pe
5751,Universidad Nacional de San Cristóbal de Huamanga,www.unsch.edu.pe
5752,Universidad Nacional de San Juan,www.unsj.edu.ar
5753,Universidad Nacional de San Luis,www.unsl.edu.ar
5754,Universidad Nacional de San Martín,www.unsm.edu.pe
5755,Universidad Nacional de Santa - Chimbote,www.uns.edu.pe
5756,Universidad Nacional de Santiago del Estero,www.unse.edu.ar
5757,Universidad Nacional de Tres de Febrero,www.untref.edu.ar
5758,Universidad Nacional de Tucumán,www.unt.edu.ar
5759,Universidad Nacional de Tumbes,www.untumbes.edu.pe
5760,Universidad Nacional de Ucayali,www.unu.edu.pe
5761,Universidad Nacional de Villa María,www.unvm.edu.ar
5762,Universidad Nacional Evangélica,www.unev-rd.edu.do
5763,Universidad Nacional Experimental de Guayana,www.uneg.edu.ve
5764,Universidad Nacional Experimental de la Fuerza Armada,www.unefa.edu.ve
5765,"Universidad Nacional Experimental de los Llanos Occidentales ""Ezequiel Zamora""",www.unellez.edu.ve
5766,Universidad Nacional Experimental del Táchira,www.unet.edu.ve
5767,"Universidad Nacional Experimental ""Francisco de Miranda""",www.unefm.edu.ve
5768,"Universidad Nacional Experimental Politécnica ""Antonio José de Sucre""",www.unexpo.edu.ve
5769,"Universidad Nacional Experimental ""Rafael Maria Baralt""",www.unermb.edu.ve
5770,Universidad Nacional Experimental Romulo Gallegos,www.unerg.edu.ve
5771,"Universidad Nacional Experimental ""Simón Rodriguez""",www.unesr.edu.ve
5772,"Universidad Nacional Experimental Sur del Lago ""Jesús Maria Semprum""",www.unesur.edu.ve
5773,Universidad Nacional Federico Villarreal,www.unfv.edu.pe
5774,Universidad Nacional Hermilio Valdizan,www.unheval.edu.pe
5775,Universidad Nacional Jorge Basadre Grohmann,www.unjbg.edu.pe
5776,Universidad Nacional José Faustino Sánchez Carrión,www.unjfsc.edu.pe
5777,Universidad Nacional Mayor de San Marcos,www.unmsm.edu.pe
5778,Universidad Nacional Pedro Henríquez Ureña,www.unphu.edu.do
5779,Universidad Nacional Pedro Ruíz Gallo,www.unprg.edu.pe
5780,Universidad Nacional San Luis Gonzaga,www.unica.edu.pe
5781,Universidad Nacional Santiago Antúnez de Mayolo,www.unasam.edu.pe
5782,Universidad Nacional Siglo XX Llallagua,www.unsxx.edu.bo
5783,Universidad Nicaragüense de Ciencia y Tecnológica,www.ucyt.edu.ni
5784,Universidad Norbert Wiener,www.uwiener.edu.pe
5785,Universidad Notarial Argentina,www.universidadnotarial.edu.ar
5786,Universidad Nuestra Senora de La Paz,www.unslp.edu.bo
5787,Universidad Nueva Esparta,www.une.edu.ve
5788,Universidad Nueva San Salvador,www.unssa.edu.sv
5789,Universidad Nuevo Mundo,www.unum.edu.mx
5790,Universidad NUR,www.nur.edu
5791,Universidad Obrera de Mexico,www.uom.edu.mx
5792,Universidad Odontológica Dominicana,www.uod.edu.do
5793,Universidad Olmeca,www.olmeca.edu.mx
5794,Universidad ORT Uruguay,www.ort.edu.uy
5795,Universidad Pablo de Olavide,www.upo.es
5796,Universidad Panamericana,www.upana.edu.gt
5797,Universidad Panamericana,www.up.mx
5798,Universidad Panamericana de San Salvador,www.upan.edu.sv
5799,Universidad para la Cooperación Internacional,www.uci.ac.cr
5801,Universidad Particular Inca Garcilaso de la Vega,www.uigv.edu.pe
5802,Universidad Pedagógica de El Salvador,www.universidadpedagogica.com
5803,Universidad Pedagógica Experimental Libertador,www.upel.edu.ve
5804,"Universidad Pedagógica ""José Martí"", Camagüey",www.ispcmw.rimed.cu
5805,Universidad Pedagogica Nacional,www.pedagogica.edu.co
5806,Universidad Pedagógica Nacional,www.upn.mx
5807,"Universidad Pedagógica Nacional ""Francisco Morazán""",www.upnfm.edu.hn
5808,"Universidad Pedagógica Nacional, Unidad León",www.lef.upn.mx
5809,Universidad Pedagógica Veracruzana,www.secupv.org
5810,Universidad Pedagógica y Tecnológica de Colombia,www.uptc.edu.co
5811,Universidad Pedro de Valdivia,www.upv.cl
5812,Universidad Peruana Cayetano Heredia,www.upch.edu.pe
5813,Universidad Peruana de Ciencias Aplicadas,www.upc.edu.pe
5814,Universidad Peruana de Ciencias e Informática,www.upci.edu.pe
5815,Universidad Peruana Union,www.upeu.edu.pe
5816,Universidad Piloto de Colombia,www.unipiloto.edu.co
5817,Universidad Politécnica de Cartagena,www.upct.es
5818,Universidad Politécnica de Cataluna,www.upc.edu
5819,Universidad Politécnica de El Salvador,www.upes.edu.sv
5820,Universidad Politécnica de Madrid,www.upm.es
5821,Universidad Politecnica de Nicaragua,www.upoli.edu.ni
5822,Universidad Politecnica de Puerto Rico,www.pupr.edu
5823,Universidad Politécnica de Valencia,www.upv.es
5824,Universidad Politécnica Salesiana,www.ups.edu.ec
5825,Universidad Pontificia Bolivariana,www.upb.edu.co
5826,Universidad Pontificia Comillas,www.upco.es
5827,Universidad Pontificia de Salamanca,www.upsa.es
5828,Universidad Popular Autonóma del Estado de Puebla,www.upaep.mx
5829,Universidad Popular del Cesar,www.unicesar.edu.co
5830,Universidad Popular de Nicaragua (UPONIC),www.uponic.edu.ni
5831,Universidad Privada Abierta Latinoamericana,www.upal.edu
5832,Universidad Privada Antenor Orrego,www.upao.edu.pe
5833,Universidad Privada Boliviana,www.upb.edu
5834,Universidad Privada del Este,www.upe.edu.py
5835,Universidad Privada del Norte,www.upnorte.edu.pe
5836,Universidad Privada del Valle,www.univalle.edu
5837,Universidad Privada de Santa Cruz de la Sierra,www.upsa.edu.bo
5838,Universidad Privada de Tacna,www.upt.edu.pe
5839,Universidad Privada Franz Tamayo (UNIFRANZ),www.unifranz.edu.bo
5840,Universidad Privada Juan Mejía Baca,www.umb.edu.pe
5841,Universidad Privada Los Andes,www.upla.edu.pe
5842,Universidad Privada San Juan Bautista,www.upsjb.edu.pe
5843,Universidad Privada San Pedro,www.usanpedro.edu.pe
5844,Universidad Privada Sergio Bernales,www.upsb.edu.pe
5845,Universidad Pública de Navarra,www.unavarra.es
5846,Universidad Rafael Landívar,www.url.edu.gt
5847,Universidad Rafael Urdaneta,www.uru.edu
5848,Universidad Regiomontana,www.ur.mx
5849,Universidad Regional del Sureste,www.urse.edu.mx
5850,Universidad Regional Miguel Hidalgo,www.urmh.edu.mx
5851,Universidad Rey Juan Carlos,www.urjc.es
5852,Universidad Ricardo Palma,www.urp.edu.pe
5853,Universidad Rural de Guatemala,www.urural.edu.gt
5854,Universidad Salesiana,www.universidadsalesiana.edu.mx
5855,Universidad Salesiana de Bolivia,www.usalesiana.edu.bo
5856,"Universidad Salvadorena ""Alberto Masferrer""",www.usam.edu.sv
5857,Universidad San Francisco de Quito,www.usfq.edu.ec
5858,Universidad San Francisco Xavier,www.usfx.info
5859,Universidad San Francisco Xavier de Chuquisaca,www.usfx.edu.bo
5860,Universidad San Ignacio de Loyola,www.sil.edu.pe
5861,Universidad San Juan de la Cruz,www.sjdlc.com
5862,Universidad San Juan de la Cruz,www.universidadsanjuan.ac.cr
5863,Universidad San Marcos,www.usam.ac.cr
5864,Universidad San Martin de Porres,www.usmp.edu.pe
5865,Universidad San Pablo,www.usp.edu.pe
5866,Universidad San Sebastian,www.uss.cl
5867,Universidad Santa Fe,www.usf.com.mx
5868,Universidad Santa María Campus Guayaquil,www.usm.edu.ec
5869,Universidad Santa Maria Caracas,usm.trompo.com
5870,Universidad Santa Paula,www.uspsantapaula.com
5871,Universidad Santiago de Cali,www.usaca.edu.co
5872,Universidad Santo Tomás,www.ust.cl
5873,Universidad Santo Tomás,www.usta.edu.co
5874,Universidad Señor de Sipán,www.uss.edu.pe
5875,Universidad Sergio Arboleda,www.usergioarboleda.edu.co
5876,Universidad Simón Bolivar,www.usb.edu.mx
5877,Universidad Simón Bolivar,www.usb.ve
5878,Universidad Surcolombiana,www.usurcolombia.com
5879,Universidad Técnica de Ambato,www.uta.edu.ec
5880,Universidad Técnica de Babahoyo,www.utb.edu.ec
5881,Universidad Técnica de Cotopaxi,www.utc.edu.ec
5882,"Universidad Técnica de Esmeraldas ""Luis Vargas Torres""",www.utelvt.edu.ec
5883,Universidad Técnica del Norte,www.utn.edu.ec
5884,Universidad Técnica de Machala,www.utmachala.edu.ec
5885,Universidad Técnica de Manabí,www.utm.edu.ec
5886,Universidad Técnica de Oruro,www.uto.edu.bo
5887,Universidad Técnica Estatal de Quevedo,www.uteq.edu.ec
5888,"Universidad Técnica ""Federico Santa María""",www.utfsm.cl
5889,Universidad Técnica Latinoamericana,www.utla.edu.sv
5890,Universidad Técnica Particular de Loja,www.utpl.edu.ec
5891,Universidad Tecnológica América,www.unita.edu.ec
5892,Universidad Tecnológica Centroamericana,www.unitec.edu
5893,Universidad Tecnológica de El Salvador,www.utec.edu.sv
5894,Universidad Tecnológica de Honduras,www.uth.hn
5895,Universidad Tecnologica de la Mixteca,www.utm.mx
5896,Universidad Tecnológica del Centro,www.unitec.edu.ve
5897,"Universidad Tecnológica del Choco ""Diego Luis Cordoba""",www.utch.edu.co
5898,Universidad Tecnológica de los Andes de Apurímac,www.utea.edu.pe
5899,Universidad Tecnológica del Peru,www.utp.edu.pe
5900,Universidad Tecnológica del Sur,www.utesur.edu.do
5901,Universidad Tecnológica de México,www.unitec.mx
5902,Universidad Tecnologica de Nezahualcoyotl,www.utneza.edu.mx
5903,Universidad Tecnológica de Panamá,www.utp.ac.pa
5904,Universidad Tecnológica de Pereira,www.utp.edu.co
5905,Universidad Tecnológica de Santiago,www.utesa.edu
5906,Universidad Tecnológica Equinoccial,www.ute.edu.ec
5907,Universidad Tecnológica Indoamérica,www.indoamerica.edu.ec
5908,Universidad Tecnologica Israel,www.uisrael.ec
5909,Universidad Tecnológica Metropolitana,www.utem.cl
5910,Universidad Tecnológica Nacional,www.utn.edu.ar
5911,Universidad Tecnológica Oteima,www.oteima.ac.pa
5912,Universidad Tecnológica San Antonio de Machala,www.utsam.edu.ec
5913,"Universidad Tecnologica ""Vicente Perez Rosales""",www.uvipro.cl
5914,Universidad Torcuato di Tella,www.utdt.edu
5916,Universidad Valle del Grijalva,www.uvg1.net
5917,Universidad Valle del Momboy,www.uvm.edu.ve
5918,Universidad Veracruzana,www.uv.mx
5919,Universidad Veritas,www.uveritas.ac.cr
5920,Universidad Xicotepetl,www.uxac.edu.mx
5921,Universidad Yacambu,www.yacambu.edu.ve
5922,Università Bocconi,www.uni-bocconi.it
5923,Università Pontifcia Salesiana,www.ups.urbe.it
5924,Università Pontificia Salesiana,www.unisal.it
5925,Universitas 17 Agustus 1945 Banyuwangi,www.untag-banyuwangi.ac.id
5926,Universitas 17 Agustus 1945 Cirebon,www.untagcirebon.info
5927,Universitas 17 Agustus 1945 Jakarta,www.untag-jkt.org
5928,Universitas 17 Agustus 1945 Samarinda,www.untag-smd.ac.id
5929,Universitas 17 Agustus 1945 Semarang,www.untagsmg.ac.id
5930,Universitas 17 Agustus 1945 Surabaya,www.untag.ac.id
5931,Universitas Advent Indonesia,www.unai.edu
5932,Universitas Ahmad Dahlan,www.uad.ac.id
5933,Universitas Airlangga,www.unair.ac.id
5934,Universitas Amir Hamzah,www.unhamzah.ac.id
5935,Universitas Andalas,www.unand.ac.id
5936,Universitas Atma Jaya Yogyakarta,www.uajy.ac.id
5937,Universitas Bakrie,www.bakrie.ac.id
5938,Universitas Bengkulu,www.unib.ac.id
5939,Universitas Bhayangkara Jakarta Raya,www.ubharajaya.ac.id
5940,Universitas Bhayangkara Surabaya,www.ubhara.ac.id
5941,Universitas Bojonegoro,www.unigoro.ac.id
5942,Universitas Brawijaya,www.ub.ac.id
5943,Universitas Bunda Mulia Jakarta,www.ubm.ac.id
5944,Universitas Bung Hatta,www.bunghatta.ac.id
5945,Universitas Cenderawasih,www.uncen.ac.id
5946,Universitas Darma Agung,www.uda.ac.id
5947,Universitas Darma Persada,www.unsada.ac.id
5948,Universitas Dian Nuswantoro,www.dinus.ac.id
5949,Universitas Diponegoro,www.undip.ac.id
5950,Universitas Dr. R. Moestopo,www.moestopo.ac.id
5951,Universitas Gadjah Mada,www.ugm.ac.id
5952,Universitas Gajayana Malang,www.unigamalang.ac.id
5953,Universitas Gunadarma,www.gunadarma.ac.id
5954,Universitas Haluoleo,www.unhalu.ac.id
5955,Universitas Hasanuddin,www.unhas.ac.id
5956,Universitas HKBP Nommensen,www.nommensen.org
5957,Universitas Ibn Chaldun Jakarta,www.ibnuchaldun.com
5958,Universitas Ibn Khaldun Bogor,www.uika-bogor.ac.id
5959,Universitas Indonesia,www.ui.ac.id
5960,Universitas Indonusa Esa Unggul,www.indonusa.ac.id
5961,Universitas Islam Bandung,www.unisba.ac.id
5962,Universitas Islam Indonesia,www.uii.ac.id
5963,Universitas Islam Jakarta,www.uinjkt.ac.id
5964,Universitas Islam Malang,www.unisma.ac.id
5965,Universitas Islam Nusantara,www.uninus.ac.id
5966,Universitas Islam Riau,www.uir.ac.id
5967,Universitas Islam Sultan Agung,www.unissula.ac.id
5968,Universitas Islam Sumatera Utara,www.uisu.ac.id
5969,Universitas Islam Syekh-Yusuf ,www.unistangerang.ac.id
5970,Universitas Jambi,www.unja.ac.id
5971,Universitas Janabadra,www.janabadra.ac.id
5972,Universitas Jayabaya,www.jayabaya.ac.id
5973,Universitas Jember,www.unej.ac.id
5974,Universitas Jenderal Achmad Yani,www.unjani.ac.id
5975,Universitas Jenderal Soedirman,www.unsoed.ac.id
5976,Universitas Katolik Indonesia Atma Jaya,www.atmajaya.ac.id
5977,Universitas Katolik Parahyangan,www.unpar.ac.id
5978,Universitas Katolik Soegijapranoto,www.unika.ac.id
5979,Universitas Katolik Widya Karya,www.widyakarya.ac.id
5980,Universitas Katolik Widya Manadala,www.wima.ac.id
5981,Universitas Kediri,www.unik-kediri.ac.id
5982,Universitas Khairun,www.unkhair.ac.id
5983,Universitas Klabat,www.tagnet.org
5984,Universitas Komputer Indonesia,www.unikom.ac.id
5985,Universitas Krisnadwipayana,www.unkris.ac.id
5986,Universitas Kristen Duta Wacana,www.ukdw.ac.id
5987,Universitas Kristen Indonesia,www.uki.ac.id
5988,Universitas Kristen Indonesia Tomohon,www.ukit-tomohon.org
5989,Universitas Kristen Krida Wacana,www.ukrida.ac.id
5990,Universitas Kristen Maranatha,www.maranatha.edu
5991,Universitas Kristen Petra,www.petra.ac.id
5992,Universitas Kristen Satya Wacana,www.uksw.edu
5993,Universitas Lambung Mangkurat,www.unlam.ac.id
5994,Universitas Lampung,www.unila.ac.id
5995,Universitas Lancang Kuning,unilak.ac.id
5996,Universitas Ma Chung,www.machung.ac.id
5997,Universitas Madura,www.unira-pmk.net
5998,Universitas Mahasaraswati Denpasar,www.unmas.org
5999,Universitas Mahendradatta,www.mahendradatta.org
6000,Universitas Mataram,www.unram.ac.id
6001,Universitas Mercu Buana,www.mercubuana.ac.id
6002,Universitas Merdeka Madiun,www.unmer-madiun.ac.id
6003,Universitas Merdeka Malang,www.unmer.ac.id
6004,Universitas Methodist Indonesia,www.umi-mdn.edu
6005,Universitas Muhammadiyah Jakarta,www.umj.ac.id
6006,Universitas Muhammadiyah Jember,www.unmuhjember.ac.id
6007,Universitas Muhammadiyah Magelang,www.ummgl.ac.id
6008,Universitas Muhammadiyah Makassar,www.unismuh.ac.id
6009,Universitas Muhammadiyah Malang,www.umm.ac.id
6010,Universitas Muhammadiyah Mataram,www.unmuhmataram.com
6011,Universitas Muhammadiyah Sumatra Utara,www.umsu.ac.id
6012,Universitas Muhammadiyah Surakarta,www.ums.ac.id
6013,Universitas Muhammadiyah Yogyakarta,www.umy.ac.id
6014,Universitas Mulawarman,www.unmul.ac.id
6015,Universitas Muria Kudus,www.umk.ac.id
6016,Universitas Muslim Indonesia,www.umi.ac.id
6017,Universitas Narotama,www.narotama.ac.id
